net,length_um
_09082_,29.2
_08790_,29.195
_04590_,29.18
_08420_,29.18
_10736_,29.18
_12830_,29.18
_05073_,29.17
_13239_,29.16
_05871_,29.15
_08461_,29.14
_12129_,29.14
_11846_,29.13
_01752_,29.12
_04140_,29.12
_04325_,29.12
_08978_,29.12
_10772_,29.12
_12795_,29.12
_02610_,29.1
_04393_,29.1
_12370_,29.1
_12800_,29.08
_04270_,29.06
_02843_,29.04
_08005_,29.04
_12872_,29.04
_02911_,29.02
_04658_,29.02
_05422_,29.02
_06610_,29.02
_11132_,28.98
_12614_,28.98
_05159_,28.96
_05610_,28.96
_10546_,28.96
_11171_,28.96
_12070_,28.96
_03347_,28.94
_10526_,28.94
_08014_,28.93
_08095_,28.93
_10365_,28.93
_00833_,28.92
_05571_,28.92
_05830_,28.92
_06081_,28.92
_06672_,28.92
_10174_,28.92
_03559_,28.9
_05120_,28.9
_05240_,28.9
_11917_,28.9
_09910_,28.89
_01968_,28.88
_04989_,28.88
_09671_,28.88
_12879_,28.86
_05549_,28.84
_09462_,28.84
_11534_,28.84
_11592_,28.84
_12628_,28.84
_02960_,28.83
_03351_,28.82
_04828_,28.82
_09489_,28.82
_11259_,28.82
_12011_,28.82
_09037_,28.805
_02950_,28.8
_05109_,28.8
_06478_,28.8
_11797_,28.8
_01262_,28.78
_02900_,28.78
_13048_,28.78
_05161_,28.77
_04818_,28.76
_00902_,28.74
_01895_,28.74
_04365_,28.74
_07230_,28.74
_08708_,28.74
_08800_,28.73
_03245_,28.715
_04988_,28.7
_06029_,28.7
_06526_,28.7
_10537_,28.7
_05074_,28.69
_04261_,28.68
_05085_,28.68
_07922_,28.675
_01370_,28.66
_01729_,28.66
_11231_,28.66
_11482_,28.64
_12911_,28.64
_09020_,28.62
_09476_,28.62
_09658_,28.62
_12511_,28.62
_01863_,28.6
_09438_,28.595
_04921_,28.59
_10113_,28.59
_05787_,28.58
_06306_,28.58
_10360_,28.58
_11673_,28.58
_04122_,28.56
_07998_,28.55
_04780_,28.53
_07237_,28.53
_02836_,28.52
_03295_,28.52
_04079_,28.5
_05458_,28.5
_06890_,28.5
_11679_,28.5
_11855_,28.5
_06507_,28.49
_07888_,28.49
_03771_,28.48
_05735_,28.46
_09646_,28.46
_12518_,28.46
_01038_,28.42
_07896_,28.42
_09112_,28.42
_08706_,28.4
_12972_,28.4
_04464_,28.39
_11864_,28.39
_09608_,28.38
_06140_,28.36
_10341_,28.36
_10907_,28.34
_06071_,28.32
_10475_,28.31
_00696_,28.305
_04204_,28.3
_07393_,28.3
_08954_,28.3
_04375_,28.28
_06392_,28.28
_06493_,28.28
_09166_,28.28
_09760_,28.28
_01868_,28.26
_07173_,28.26
_09831_,28.26
_12096_,28.26
_12197_,28.25
_01854_,28.24
_02611_,28.24
_04309_,28.24
_05531_,28.24
_07380_,28.24
_12485_,28.24
_03278_,28.22
_06980_,28.22
_11577_,28.22
_07443_,28.21
_08066_,28.2
_08228_,28.2
_10355_,28.2
_00814_,28.18
_08580_,28.18
_09038_,28.18
_08270_,28.17
pe_row\[1\].pe_col\[0\].pe_inst.a_out\[3\],28.14
_05626_,28.135
_03787_,28.13
_03575_,28.12
_07988_,28.12
_03269_,28.1
_07074_,28.08
_11409_,28.08
_04928_,28.06
_08098_,28.04
_09506_,28.04
_10474_,28.04
_03179_,28.02
_05087_,28.02
_09290_,28.02
_09519_,28.02
_10734_,28.02
_11197_,28.02
_04751_,28
_04956_,28
_00046_,27.98
_01936_,27.98
_09727_,27.98
_12849_,27.98
_02595_,27.96
_05544_,27.94
_05908_,27.94
_05675_,27.935
_04448_,27.92
_08963_,27.92
_09515_,27.9
_11609_,27.9
_06612_,27.88
_07281_,27.88
_08171_,27.88
_10043_,27.88
_05170_,27.875
_03986_,27.87
_05014_,27.86
_08097_,27.86
_10388_,27.86
_10815_,27.86
_12561_,27.86
_12785_,27.86
_02939_,27.84
_05666_,27.84
_08073_,27.84
_10607_,27.84
_12089_,27.84
_04087_,27.83
_09159_,27.825
_04386_,27.8
_11443_,27.8
_12272_,27.8
_03308_,27.78
_09739_,27.78
_03455_,27.76
_09504_,27.76
_10822_,27.76
_10829_,27.76
_02489_,27.75
_01915_,27.72
_01093_,27.7
_06433_,27.7
_11654_,27.68
_06548_,27.66
_07604_,27.66
_12104_,27.66
_03696_,27.655
_05066_,27.64
_09693_,27.63
_04303_,27.62
_11093_,27.62
pe_row\[3\].pe_col\[0\].pe_inst.a_in\[6\],27.62
_03699_,27.6
_04778_,27.6
_01690_,27.58
_04431_,27.56
_07134_,27.56
_11589_,27.56
_06824_,27.54
_12231_,27.535
_02991_,27.52
_04007_,27.52
_06070_,27.52
_06827_,27.52
_11118_,27.5
_11726_,27.5
_01715_,27.48
_09606_,27.48
_11035_,27.48
_12544_,27.46
_06622_,27.44
_08318_,27.44
_12159_,27.44
_10239_,27.42
_02236_,27.4
_08351_,27.4
_09836_,27.4
_12216_,27.4
_12657_,27.39
_04013_,27.38
_08472_,27.38
_11959_,27.38
_01229_,27.36
_02578_,27.36
_08129_,27.36
_11410_,27.35
_01961_,27.34
_03724_,27.34
_11475_,27.34
_08175_,27.32
_09225_,27.32
_09950_,27.32
_02027_,27.3
_04952_,27.3
_11412_,27.3
_07581_,27.285
_08932_,27.28
_09294_,27.28
_00949_,27.275
_01087_,27.27
_05192_,27.26
_10568_,27.26
_13201_,27.26
_13209_,27.26
_08845_,27.24
_12347_,27.24
_12570_,27.24
_13019_,27.24
_00522_,27.235
_02442_,27.235
_09022_,27.23
_03657_,27.22
_08259_,27.22
_11665_,27.22
_13072_,27.22
_01663_,27.2
_04039_,27.2
_05560_,27.2
_08015_,27.2
_10462_,27.2
_05785_,27.19
_02131_,27.18
_03594_,27.18
_04712_,27.18
_08132_,27.18
_11635_,27.18
_11744_,27.18
_12184_,27.18
_09102_,27.175
_10282_,27.17
_01210_,27.16
_10012_,27.16
_05988_,27.14
_08146_,27.14
_10539_,27.14
_12501_,27.14
_06625_,27.12
_07895_,27.12
_11141_,27.12
_11997_,27.12
_01085_,27.1
_12116_,27.1
_12213_,27.1
_03376_,27.08
_04250_,27.08
_12787_,27.07
_01827_,27.06
_02603_,27.06
_03188_,27.06
_09625_,27.06
_09786_,27.06
_01943_,27.05
_00974_,27.04
_05648_,27.04
_08217_,27.04
_10854_,27.04
_11240_,27.04
_11428_,27.04
_00988_,27.03
_08396_,27.02
pe_row\[1\].pe_col\[0\].pe_inst.b_out\[1\],27.02
_11098_,27.015
_12085_,27.015
_01169_,27.01
_02971_,27.01
_08248_,27
_08896_,27
_11126_,27
_11284_,27
_11559_,27
_12259_,27
_05690_,26.98
_11967_,26.98
_13220_,26.98
_01665_,26.96
_07414_,26.96
_00354_,26.945
_02118_,26.94
clknet_leaf_105_clk,26.94
_10637_,26.92
_00801_,26.9
_01676_,26.9
_03453_,26.9
_06697_,26.9
_07107_,26.9
_13017_,26.9
_06748_,26.88
_07647_,26.88
_02386_,26.87
_02956_,26.86
_06316_,26.86
_05101_,26.84
_11330_,26.84
_01029_,26.825
_01139_,26.825
_05031_,26.825
_01202_,26.82
_02805_,26.82
_06607_,26.82
_06787_,26.82
_07478_,26.82
_05568_,26.8
_10336_,26.8
_11557_,26.8
_11818_,26.8
_12199_,26.8
_11042_,26.79
_09613_,26.78
_10764_,26.78
_09878_,26.775
_04728_,26.77
_01274_,26.76
_01855_,26.76
_05832_,26.76
_08277_,26.76
_08868_,26.76
_11045_,26.755
_05927_,26.74
_09090_,26.74
_07342_,26.73
_01823_,26.725
_12668_,26.72
_05218_,26.7
_06391_,26.7
_06601_,26.7
_10439_,26.7
_13114_,26.69
_04920_,26.68
_09610_,26.68
_04835_,26.66
_08258_,26.66
_11478_,26.66
_11668_,26.66
_05563_,26.655
_12978_,26.655
_12975_,26.65
_08433_,26.64
_09002_,26.64
_12055_,26.64
pe_row\[0\].pe_col\[1\].pe_inst.a_out\[6\],26.64
_02192_,26.635
_03563_,26.62
_07176_,26.6
_11908_,26.6
_01750_,26.59
_03610_,26.58
_04187_,26.58
_05586_,26.58
_07935_,26.58
_10306_,26.58
_04919_,26.56
_07553_,26.56
_08443_,26.56
_08875_,26.56
_12894_,26.56
_11172_,26.545
_08893_,26.54
_10192_,26.54
_12054_,26.54
_00849_,26.52
_02435_,26.52
_05998_,26.52
_13060_,26.52
_02472_,26.5
_02932_,26.5
_03513_,26.5
_09194_,26.5
_11401_,26.5
_04981_,26.495
_11239_,26.48
_11820_,26.48
_06066_,26.46
_02700_,26.455
_10646_,26.455
_01106_,26.45
_03933_,26.45
_07953_,26.44
_09350_,26.4
_11868_,26.4
_12980_,26.4
pe_row\[0\].pe_col\[1\].pe_inst.a_out\[5\],26.4
_06036_,26.38
_06956_,26.38
_09068_,26.38
_08004_,26.375
_10605_,26.36
_11206_,26.36
_11599_,26.36
_12634_,26.36
_01319_,26.34
_02749_,26.34
_03921_,26.34
_12778_,26.34
_04072_,26.32
_07929_,26.32
_06699_,26.31
_08407_,26.3
_09924_,26.3
_11419_,26.3
_12801_,26.3
_09100_,26.295
_04049_,26.28
_07891_,26.28
_10716_,26.28
_00966_,26.26
_08456_,26.26
_08780_,26.24
_09564_,26.24
_11978_,26.24
_06164_,26.23
_03835_,26.22
_06579_,26.22
_09963_,26.22
_12057_,26.21
_05084_,26.2
_10431_,26.2
_09021_,26.195
_00707_,26.185
_05007_,26.18
_05434_,26.18
_01805_,26.16
_02082_,26.16
_08874_,26.16
_11063_,26.16
_12343_,26.16
_12351_,26.16
_02890_,26.15
_04787_,26.14
_12763_,26.13
_02914_,26.12
_09851_,26.12
_00711_,26.105
_01368_,26.1
_06677_,26.1
_07196_,26.1
_07464_,26.1
_12589_,26.1
_07317_,26.08
_05686_,26.06
_05929_,26.06
_06519_,26.06
_08261_,26.06
_00869_,26.04
_05555_,26.04
_10690_,26.04
_10314_,26.02
_02156_,26.01
_01939_,26
_08344_,26
_00962_,25.98
_02673_,25.98
_04478_,25.955
_10416_,25.95
_10312_,25.94
_10867_,25.94
_11115_,25.94
_11516_,25.94
_06049_,25.92
_07569_,25.9
_08958_,25.9
b_flat[15],25.9
_10994_,25.88
_12173_,25.88
_05965_,25.875
net931,25.875
_08749_,25.87
_07026_,25.86
_12229_,25.86
_01962_,25.84
_04137_,25.84
_07514_,25.84
_10000_,25.84
_13184_,25.84
_04674_,25.82
_05622_,25.82
_12000_,25.82
_05620_,25.8
_12659_,25.8
_04467_,25.78
_12962_,25.78
_05615_,25.76
_12897_,25.76
_11857_,25.745
_06459_,25.74
_03782_,25.72
_04424_,25.72
_04871_,25.72
_12020_,25.72
_11691_,25.71
_13205_,25.7
net513,25.7
_04699_,25.68
_09528_,25.68
_12639_,25.68
_12646_,25.68
_11875_,25.67
_01562_,25.66
c_flat[78],25.66
_03071_,25.65
_04353_,25.625
_00931_,25.62
_06077_,25.62
_06586_,25.62
_07503_,25.62
_10563_,25.62
_02731_,25.61
_07976_,25.59
_01311_,25.58
_02809_,25.58
_03485_,25.58
_06398_,25.58
_12094_,25.58
_01701_,25.56
_04770_,25.56
_07460_,25.56
_11451_,25.56
_12796_,25.56
_09213_,25.525
_05179_,25.52
_06593_,25.52
pe_row\[1\].pe_col\[1\].pe_inst.a_out\[2\],25.52
_07211_,25.5
_01381_,25.48
_06896_,25.48
_07312_,25.48
_07951_,25.48
_10445_,25.48
_12483_,25.48
_04999_,25.46
_07265_,25.46
_09891_,25.46
_13237_,25.46
_04315_,25.44
_06326_,25.44
_07354_,25.44
_11886_,25.44
_12395_,25.44
_12605_,25.44
_12621_,25.44
_12693_,25.44
_02469_,25.42
_05029_,25.42
_12036_,25.42
_00912_,25.4
_01221_,25.4
_01385_,25.4
_06172_,25.4
_09638_,25.4
_09737_,25.4
_12115_,25.4
_07952_,25.39
_00219_,25.38
_01355_,25.38
_05633_,25.38
_05934_,25.38
_10848_,25.38
_12255_,25.375
_12472_,25.375
_02921_,25.37
_01870_,25.36
_03963_,25.36
_07208_,25.36
_10010_,25.36
_10639_,25.36
_01070_,25.34
_04085_,25.34
_07394_,25.34
_09138_,25.34
_08450_,25.32
_00035_,25.3
_01133_,25.3
_03189_,25.3
_04877_,25.3
_05063_,25.3
_06395_,25.3
_09689_,25.3
_12920_,25.3
_01156_,25.28
_05660_,25.28
_05789_,25.28
_05930_,25.26
_06011_,25.26
_08242_,25.26
_08831_,25.26
_09449_,25.26
_11146_,25.26
_00864_,25.24
_01132_,25.24
_03446_,25.24
_05032_,25.24
_06757_,25.24
_02140_,25.22
_08214_,25.22
_08915_,25.22
_09184_,25.22
_09672_,25.22
_10647_,25.22
_06807_,25.2
_07390_,25.2
_02021_,25.18
_04281_,25.18
_06388_,25.18
_11119_,25.18
_02309_,25.17
_00036_,25.16
_05624_,25.15
_00936_,25.14
_11187_,25.14
_11455_,25.14
_11860_,25.14
_01244_,25.12
_02446_,25.12
_07920_,25.12
_08972_,25.12
_12006_,25.12
_02405_,25.1
_09460_,25.1
_10188_,25.1
_13101_,25.1
_11444_,25.09
_00820_,25.08
_05171_,25.08
_08720_,25.07
_11164_,25.07
_02044_,25.06
_04468_,25.06
_05990_,25.06
_00837_,25.04
_00928_,25.04
_01894_,25.04
_05619_,25.04
_07175_,25.04
_07391_,25.04
_12606_,25.04
_02004_,25.02
_06007_,25.02
_10905_,25.02
_12182_,25.02
_05637_,25.01
_10039_,25
_11730_,25
_06440_,24.995
_01959_,24.99
_02437_,24.98
_02522_,24.98
_08658_,24.98
_11097_,24.98
_11912_,24.98
_07547_,24.96
net595,24.96
_01214_,24.94
_01724_,24.94
_08441_,24.94
_07969_,24.93
_10895_,24.93
_05874_,24.92
_06724_,24.92
_07371_,24.92
_01019_,24.9
_05274_,24.9
_05852_,24.9
_05932_,24.9
_09951_,24.9
_12321_,24.9
_04726_,24.89
_09731_,24.88
_03482_,24.86
_08906_,24.86
_12691_,24.86
_07426_,24.84
_12181_,24.84
_10081_,24.835
_01272_,24.82
_02701_,24.82
_03317_,24.82
_07471_,24.82
_10619_,24.82
_03203_,24.8
_05762_,24.8
_07506_,24.8
_08961_,24.8
_11607_,24.8
_04371_,24.785
_05574_,24.78
_10486_,24.77
_11431_,24.77
_01179_,24.76
_02694_,24.76
_04532_,24.76
_05523_,24.76
_06546_,24.76
_07239_,24.76
_12042_,24.76
_02148_,24.74
_04155_,24.74
_05936_,24.74
_08238_,24.74
_09819_,24.74
_09915_,24.74
_02057_,24.72
_03622_,24.72
_07667_,24.72
_11003_,24.72
_01171_,24.7
_06009_,24.7
_08940_,24.7
_10448_,24.7
_08130_,24.68
_09029_,24.68
_10577_,24.68
_12268_,24.68
_01893_,24.66
_08524_,24.66
_11435_,24.65
net628,24.65
_01345_,24.64
_01845_,24.64
_02916_,24.64
_03073_,24.64
_05013_,24.64
_05484_,24.64
_07216_,24.64
_07419_,24.64
_12949_,24.64
_07561_,24.62
_08354_,24.62
_10371_,24.62
_01641_,24.61
_07844_,24.61
_01792_,24.6
_03484_,24.6
_05042_,24.6
_06846_,24.6
_07941_,24.6
_08117_,24.6
_11769_,24.6
_01635_,24.58
_04753_,24.58
_06717_,24.58
_08946_,24.58
_10281_,24.58
c_flat[232],24.58
_02313_,24.56
_02528_,24.56
_03390_,24.56
_04297_,24.56
_11566_,24.555
_03691_,24.54
_07515_,24.54
_09482_,24.54
_09928_,24.535
_01159_,24.53
_01839_,24.52
_08218_,24.52
_05082_,24.5
_10287_,24.49
_07992_,24.48
_03625_,24.46
_04196_,24.46
_08026_,24.46
_03646_,24.45
_01865_,24.44
_02643_,24.44
_06343_,24.44
_07830_,24.44
_10591_,24.44
_10773_,24.44
_11939_,24.44
_13057_,24.44
_07576_,24.435
_07774_,24.42
_08041_,24.42
_08563_,24.42
_11531_,24.405
_03734_,24.4
_06069_,24.4
_10479_,24.4
_10658_,24.4
a_flat[2],24.39
_02880_,24.38
_03198_,24.38
_04498_,24.38
_10160_,24.38
_08707_,24.375
_08783_,24.36
_09487_,24.36
_11977_,24.36
_03606_,24.34
_13045_,24.34
_02124_,24.32
_11517_,24.32
c_flat[194],24.32
_02509_,24.3
_03196_,24.3
_06399_,24.3
_06551_,24.3
_12927_,24.3
_09452_,24.29
_01227_,24.28
_03402_,24.28
_01515_,24.26
_04369_,24.26
_05592_,24.26
_11762_,24.26
_03372_,24.24
_08511_,24.24
_08802_,24.24
_02774_,24.235
_01072_,24.22
_05106_,24.22
_07693_,24.22
_09991_,24.22
_10359_,24.22
_11123_,24.195
_12562_,24.195
_03878_,24.18
_04125_,24.18
_09051_,24.18
_10506_,24.18
_11548_,24.18
_13083_,24.18
_08796_,24.175
_05011_,24.17
_05981_,24.16
_03529_,24.14
_04660_,24.14
_05403_,24.14
_08603_,24.14
_08712_,24.14
_09216_,24.14
_06569_,24.12
_08291_,24.12
_05876_,24.1
_08916_,24.1
_11459_,24.1
_11653_,24.1
_06514_,24.08
_07631_,24.08
_08158_,24.08
_09103_,24.08
_07887_,24.06
_09589_,24.06
_10139_,24.06
_10426_,24.06
_03345_,24.055
_03219_,24.04
_03321_,24.04
_04220_,24.04
_04465_,24.04
_06312_,24.04
_06317_,24.04
_01218_,24.02
_04926_,24.02
_05662_,24.02
_08366_,24.02
_08969_,24.02
_11243_,24.02
_07243_,24.015
_01051_,24
_02120_,24
_02516_,24
_04321_,24
_09149_,24
_00842_,23.98
_09484_,23.98
_09669_,23.98
_11191_,23.98
_01240_,23.96
_02922_,23.96
_05795_,23.96
_02013_,23.94
_02286_,23.94
_03750_,23.94
_08806_,23.92
_12066_,23.92
_12536_,23.92
_04188_,23.9
_12106_,23.9
_13246_,23.89
_00943_,23.88
_01153_,23.88
_03405_,23.88
_05982_,23.88
_06538_,23.88
_06599_,23.88
_06671_,23.88
_00985_,23.86
_02149_,23.86
_06353_,23.86
_08807_,23.86
_12554_,23.86
_02100_,23.84
_05861_,23.84
_08702_,23.84
_08818_,23.84
_08163_,23.83
_12008_,23.825
_02654_,23.82
_03919_,23.82
_08434_,23.82
_10476_,23.82
_10631_,23.82
_11970_,23.82
_09948_,23.8
_04633_,23.78
_04556_,23.76
_05023_,23.76
_05972_,23.76
_08207_,23.76
_01738_,23.74
_05614_,23.73
_04390_,23.72
_04695_,23.72
_11056_,23.72
_06410_,23.71
_09077_,23.71
_01432_,23.7
_05169_,23.7
_07771_,23.7
_10154_,23.7
_10781_,23.7
_03001_,23.69
_02072_,23.68
_02238_,23.68
_02871_,23.68
_06495_,23.68
_08024_,23.68
_10036_,23.68
_00941_,23.66
net597,23.66
_10383_,23.655
_05153_,23.65
_07065_,23.65
_10889_,23.64
_02029_,23.62
_03409_,23.62
_07236_,23.62
_11298_,23.62
_04136_,23.6
_05556_,23.6
_07534_,23.6
_10730_,23.6
_12086_,23.6
_01404_,23.59
_04616_,23.56
_06725_,23.56
_01301_,23.54
_02460_,23.54
_09113_,23.54
_10148_,23.54
_06033_,23.52
_07020_,23.52
_09605_,23.52
_12938_,23.52
_01062_,23.5
_05308_,23.5
_05867_,23.5
_06040_,23.5
_12505_,23.5
_02580_,23.48
_07212_,23.48
_07605_,23.48
_11016_,23.48
_12794_,23.48
_07474_,23.475
_10500_,23.46
_03314_,23.44
_04625_,23.44
_05865_,23.44
_08216_,23.435
_05877_,23.43
_02428_,23.425
_04172_,23.42
_13257_,23.42
_02270_,23.4
_04493_,23.4
_06654_,23.4
_06666_,23.4
_11773_,23.4
_12041_,23.4
_13185_,23.4
_00948_,23.38
_00996_,23.38
_01316_,23.38
_02086_,23.38
_02886_,23.38
_09043_,23.38
_09980_,23.38
_12038_,23.38
_05292_,23.36
_06313_,23.36
_08929_,23.36
_09303_,23.36
_10664_,23.36
_02767_,23.34
_02778_,23.34
_04243_,23.34
_07271_,23.34
_10993_,23.34
_11801_,23.34
_02159_,23.32
_12164_,23.32
_12892_,23.32
_02683_,23.3
_02966_,23.3
_03320_,23.3
_04505_,23.3
_07780_,23.3
_09191_,23.3
_10677_,23.3
_11391_,23.3
_11591_,23.3
_04023_,23.28
_06912_,23.28
_09108_,23.28
b_flat[9],23.28
_02085_,23.26
_03948_,23.26
_06679_,23.26
_07086_,23.26
_09136_,23.26
_09534_,23.26
_10616_,23.26
_01350_,23.24
_01022_,23.22
_06837_,23.22
_11848_,23.22
_12743_,23.22
_05045_,23.2
_07919_,23.2
_12525_,23.2
pe_row\[2\].pe_col\[0\].pe_inst.a_out\[1\],23.2
_05668_,23.18
_10001_,23.18
_11013_,23.18
_11230_,23.175
_06617_,23.17
_12236_,23.17
_02049_,23.16
_05489_,23.16
_08170_,23.16
_11199_,23.16
net815,23.16
_05589_,23.14
_03980_,23.13
_03604_,23.12
_09369_,23.12
_13219_,23.12
_02015_,23.115
_03678_,23.1
_03987_,23.1
_11587_,23.1
_12277_,23.1
_07597_,23.095
_00973_,23.08
_03276_,23.08
_03304_,23.08
_05138_,23.08
_12278_,23.08
_13024_,23.08
_07523_,23.06
_01919_,23.05
_10597_,23.05
_01606_,23.04
_02097_,23.04
_03146_,23.04
_09860_,23.04
_12418_,23.04
_01658_,23.02
_04447_,23.02
_09931_,23.02
_02736_,23
_04857_,23
_05664_,23
_06044_,23
_06194_,23
_06023_,22.99
_05974_,22.98
_01745_,22.975
_03410_,22.96
_07438_,22.96
_09259_,22.96
_03315_,22.955
_02636_,22.94
_04030_,22.94
_06904_,22.94
_08866_,22.94
_10101_,22.94
_10611_,22.94
_11124_,22.94
_11961_,22.94
_12167_,22.94
net616,22.94
_10641_,22.92
clknet_leaf_95_clk,22.92
net619,22.92
_05006_,22.9
_09930_,22.9
_10514_,22.9
_12660_,22.9
_02180_,22.86
_11887_,22.86
_03773_,22.85
_01242_,22.84
_11065_,22.84
_12545_,22.84
_02273_,22.82
_02282_,22.82
_04768_,22.82
_10654_,22.82
pe_row\[1\].pe_col\[0\].pe_inst.a_in\[6\],22.82
a_flat[15],22.81
_02500_,22.8
_02770_,22.8
_04201_,22.8
_09869_,22.8
_11792_,22.8
_00874_,22.795
_03225_,22.78
_03788_,22.78
_06799_,22.78
_08178_,22.78
_10162_,22.78
_12273_,22.78
_02902_,22.76
_06468_,22.76
_01005_,22.74
_09776_,22.74
_09785_,22.74
_10094_,22.74
_12701_,22.74
_01900_,22.72
_12295_,22.72
_12943_,22.72
_06885_,22.71
_11264_,22.71
_01079_,22.7
_04584_,22.7
_06535_,22.7
net121,22.7
_02195_,22.68
_05788_,22.68
_06644_,22.68
_12889_,22.68
_04929_,22.66
_06377_,22.66
_12624_,22.66
_13063_,22.66
_03981_,22.655
_03549_,22.64
_04077_,22.64
_05185_,22.64
_06540_,22.62
_08212_,22.62
_08467_,22.62
pe_row\[1\].pe_col\[0\].pe_inst.b_out\[2\],22.62
_10093_,22.61
_09653_,22.6
_12567_,22.6
_04299_,22.59
_00555_,22.58
_03749_,22.58
_07511_,22.58
_11200_,22.58
_11878_,22.58
_07781_,22.57
_02207_,22.56
_04002_,22.56
_07918_,22.56
_13204_,22.56
_05758_,22.55
_01696_,22.54
_07921_,22.54
_09604_,22.54
_10675_,22.54
_12336_,22.535
_13054_,22.535
_03633_,22.52
_06582_,22.52
_08124_,22.52
_12535_,22.52
net695,22.52
_07761_,22.51
_08863_,22.51
_12912_,22.51
_07337_,22.5
_09738_,22.5
_12246_,22.5
_03707_,22.48
_03877_,22.48
_06460_,22.48
_07292_,22.48
net35,22.48
_03309_,22.46
_04218_,22.46
_05495_,22.46
_05631_,22.46
_08209_,22.46
_09485_,22.46
_11049_,22.46
_11387_,22.46
net588,22.46
_00135_,22.445
_02943_,22.44
_08449_,22.44
_08494_,22.44
_11006_,22.44
_12738_,22.44
_12825_,22.44
_05174_,22.42
_08027_,22.42
_08358_,22.42
_09093_,22.42
_10273_,22.42
_10553_,22.42
_01888_,22.4
_05906_,22.4
_06680_,22.4
_10898_,22.4
_12195_,22.4
_05190_,22.38
_08894_,22.38
_09901_,22.38
_11185_,22.38
_01983_,22.36
_03468_,22.36
_05182_,22.36
_05520_,22.36
_11946_,22.35
_02411_,22.34
_06345_,22.34
_10536_,22.34
_11277_,22.34
_02224_,22.32
_05719_,22.32
_06520_,22.32
_07005_,22.32
_08346_,22.32
_10632_,22.32
_12474_,22.32
_09871_,22.315
_04419_,22.3
_04992_,22.3
_06264_,22.3
_09764_,22.3
_03475_,22.28
_03774_,22.28
_08804_,22.28
_12237_,22.28
_08973_,22.27
_08231_,22.265
_02034_,22.26
_06042_,22.26
_07191_,22.26
_09226_,22.26
_11109_,22.26
_01089_,22.25
_04095_,22.24
_05899_,22.24
_07971_,22.24
_11941_,22.24
_12829_,22.24
net593,22.235
_02702_,22.22
_06568_,22.22
_07535_,22.22
_08710_,22.22
_11096_,22.22
_10033_,22.21
_01075_,22.2
_06048_,22.2
_10813_,22.2
_01730_,22.18
_07532_,22.18
_12689_,22.18
_01112_,22.16
_03005_,22.16
_07529_,22.16
_09060_,22.16
_09918_,22.16
_01302_,22.14
_04734_,22.14
_12327_,22.14
_12712_,22.14
_02812_,22.135
_01846_,22.12
_04839_,22.12
_06555_,22.12
_03009_,22.1
_04515_,22.1
_01054_,22.08
_07637_,22.08
_04055_,22.06
_04895_,22.06
_09492_,22.06
_09837_,22.06
_11844_,22.06
_11843_,22.04
_12814_,22.04
_01281_,22.02
_03569_,22.02
_06496_,22.02
_12718_,22.02
_12740_,22.02
_05216_,22.01
_02823_,22
_09978_,22
c_flat[285],21.99
_02806_,21.98
_09974_,21.98
_03034_,21.96
_04899_,21.96
_07722_,21.96
_01813_,21.94
_10466_,21.94
_11333_,21.94
_10118_,21.93
_02487_,21.92
_03449_,21.92
_10582_,21.92
_12209_,21.92
_02818_,21.9
_09892_,21.9
_11808_,21.9
_03770_,21.86
_07375_,21.86
_08399_,21.86
_11156_,21.86
_01371_,21.85
_02008_,21.84
_08877_,21.84
_10604_,21.84
_11349_,21.84
_09251_,21.825
_00917_,21.82
_02211_,21.82
_02624_,21.82
_11850_,21.82
a_flat[7],21.81
_02426_,21.8
_02895_,21.8
_06455_,21.8
_06792_,21.8
_07406_,21.8
net919,21.8
_03368_,21.78
_06005_,21.78
_08287_,21.78
_10630_,21.78
_12615_,21.77
_04685_,21.76
_09541_,21.76
_10831_,21.76
_11142_,21.76
_02466_,21.74
_03541_,21.74
_11677_,21.74
_11969_,21.74
pe_row\[0\].pe_col\[1\].pe_inst.b_in\[2\],21.74
_01806_,21.73
_10428_,21.73
_03851_,21.72
_10569_,21.72
_12420_,21.72
_12658_,21.72
_07643_,21.715
_12029_,21.71
_11194_,21.7
_12079_,21.7
_00986_,21.68
_06464_,21.68
_08381_,21.68
_10592_,21.68
_04395_,21.66
_05116_,21.66
_05775_,21.66
_07524_,21.66
_10376_,21.66
_10687_,21.66
_11903_,21.66
_05217_,21.64
_07152_,21.64
_09849_,21.64
_11485_,21.64
_12043_,21.64
_12732_,21.64
_00955_,21.62
_08665_,21.62
_03843_,21.6
_06798_,21.6
_09644_,21.6
_12331_,21.6
_01837_,21.595
_01976_,21.58
_06780_,21.58
_08982_,21.58
net635,21.58
_04944_,21.56
_09345_,21.56
_11949_,21.56
_12681_,21.56
_08673_,21.55
_08684_,21.545
_03783_,21.54
_04601_,21.54
_05077_,21.54
_09722_,21.54
_11044_,21.54
_03729_,21.53
_02613_,21.5
_04930_,21.5
_05576_,21.5
_05815_,21.5
_08034_,21.5
_09887_,21.5
_09595_,21.49
_01343_,21.48
_01440_,21.48
_04278_,21.48
_08002_,21.48
_07366_,21.47
_05173_,21.46
_10982_,21.46
_12662_,21.46
_12992_,21.46
_01838_,21.44
_08440_,21.44
_08484_,21.44
_10007_,21.44
_11882_,21.44
_04618_,21.42
_08086_,21.42
_08895_,21.42
_12306_,21.42
_12885_,21.415
_01131_,21.4
